id,yearBuilt,numberOfFloors,energyStarScore,electricity,emissionsIntensity
331,1930,17,92.0,5355189.0,0.6
20304,2004,7,92.0,3220367.0,0.1
24664,1961,9,92.0,1956075.0,1.8
21110,1915,5,92.0,445244.0,2.6
21665,2000,6,93.0,655940.0,0.1
51,1950,2,93.0,1435310.0,1.3
23040,1924,2,93.0,128349.0,0.8
23182,2008,7,93.0,1669861.0,1.0
25356,1988,3,93.0,550884.0,0.1
25530,1964,5,93.0,482118.0,0.1
20274,1964,4,93.0,659247.0,0.1
20927,1985,4,93.0,507771.0,0.1
19947,1999,4,93.0,2542724.0,0.1
49964,2014,7,93.0,4281688.0,1.3
23744,1940,2,93.0,191708.0,1.3
27570,2004,6,93.0,1122912.0,0.9
21530,1959,2,93.0,441786.0,0.1
26127,1964,4,93.0,660210.0,0.1
433,1929,8,93.0,20966119.0,0.3
25599,2000,3,93.0,652817.0,0.1
169,1990,4,93.0,5135701.0,0.4
21210,2007,6,93.0,3666825.0,1.2
20577,1928,5,93.0,435949.0,1.7
27836,1926,3,93.0,300709.0,1.6
27985,1987,3,93.0,687747.0,0.1
20930,1925,1,93.0,629879.0,0.5
453,1984,6,93.0,2652427.0,0.1
25617,1986,6,93.0,876887.0,0.1
20622,2012,5,93.0,1560139.0,1.1
422,1989,56,93.0,46493584.0,0.2
341,1922,15,93.0,11271815.0,0.2
26948,1989,4,93.0,625694.0,0.1
26281,1989,4,93.0,891461.0,0.1
49996,2013,6,93.0,1283374.0,0.5
50342,2016,4,93.0,602942.0,0.1
25978,1989,3,93.0,531721.0,0.1
25716,1963,4,93.0,476548.0,0.3
23807,1984,3,93.0,1033280.0,0.1
27348,2002,5,93.0,2452674.0,1.4
25410,1982,21,93.0,4124084.0,0.2
19906,1989,5,93.0,4071782.0,0.1
21534,2013,3,93.0,1291149.0,0.1
20312,1975,4,93.0,649758.0,0.1
23377,1963,4,93.0,380254.0,0.0
20095,1949,3,93.0,2526610.0,0.9
24886,1971,2,93.0,1101001.0,0.6
720,1951,4,93.0,520593.0,0.6
20391,2007,6,93.0,2156898.0,0.6
21690,1908,3,93.0,253454.0,1.8
26357,1926,3,93.0,152304.0,2.1
19889,1918,3,93.0,385377.0,1.2
19913,1922,3,93.0,324318.0,2.6
21005,1958,2,93.0,520438.0,0.1
23306,1957,3,93.0,1609786.0,0.1
24249,1969,4,94.0,694747.0,0.1
27103,1958,4,94.0,366792.0,0.7
25850,1992,6,94.0,1515460.0,0.1
27696,1974,4,94.0,704375.0,0.1
23742,1979,2,94.0,153954.0,2.0
21703,1969,9,94.0,1389632.0,0.7
50270,2016,12,94.0,13987416.0,0.3
25513,1900,1,94.0,38538.0,0.7
21714,2014,10,94.0,6280516.0,0.7
49980,1970,0,94.0,7642276.0,3.1
26013,1961,4,94.0,563858.0,0.0
19440,1976,4,94.0,691746.0,0.1
49986,2015,5,94.0,1003765.0,0.5
21762,1988,3,94.0,667214.0,0.1
25572,1930,1,94.0,965945.0,0.4
468,2009,5,94.0,5205122.0,0.1
21859,2002,6,94.0,1648268.0,0.1
473,2009,5,94.0,7263176.0,0.2
26198,1968,8,94.0,1248859.0,0.7
26204,1906,3,94.0,700668.0,0.1
19506,2003,6,94.0,1787966.0,0.7
49800,2013,4,94.0,1401910.0,0.7
21676,1998,5,94.0,787958.0,0.1
22110,1930,14,94.0,883114.0,1.8
50157,2017,5,94.0,2644578.0,0.7
23125,2010,6,94.0,9055322.0,0.7
26257,1907,3,94.0,618499.0,0.1
780,1998,8,94.0,11946483.0,0.1
25659,1902,4,94.0,617873.0,0.4
21631,1978,2,94.0,1046639.0,0.0
26138,1968,5,94.0,1431634.0,0.1
26681,1965,4,94.0,808706.0,0.8
20187,2005,7,94.0,3422574.0,0.4
50311,2016,6,94.0,3123436.0,1.7
368,2002,5,94.0,5825512.0,0.1
367,2002,6,94.0,3243891.0,0.1
27922,1951,2,94.0,899261.0,0.9
23322,1982,4,94.0,1863170.0,0.2
20383,1992,4,94.0,2255245.0,0.1
20073,1927,4,94.0,608719.0,1.5
26553,1958,3,94.0,845392.0,0.1
31167,2011,17,94.0,3656146.0,1.0
616,1907,7,94.0,2816438.0,0.5
30847,2012,6,94.0,3484628.0,1.1
20360,1985,4,94.0,797255.0,0.1
20330,1989,5,94.0,2567908.0,0.1
23437,1957,4,94.0,597325.0,0.1
20323,1982,15,94.0,2973720.0,0.1
26401,1959,4,94.0,621502.0,0.1
750,1953,7,94.0,8445017.0,0.3
26330,1925,3,94.0,298658.0,0.7
44187,2011,5,94.0,3451688.0,0.7
20201,1968,4,94.0,2011979.0,1.3
23590,1962,4,94.0,613923.0,0.1
21650,1958,5,94.0,784052.0,0.7
22748,1979,3,94.0,425593.0,0.1
26267,1925,8,94.0,1218717.0,0.7
50093,2015,6,94.0,2022208.0,0.1
50028,2014,4,94.0,926874.0,0.1
20472,2008,6,94.0,3951840.0,0.7
27843,1912,6,94.0,634341.0,1.1
21102,1919,2,94.0,800112.0,0.4
22894,2001,3,94.0,1190522.0,0.3
27294,1976,3,94.0,429758.0,0.1
21647,1989,4,94.0,578559.0,0.1
27585,1988,3,94.0,952607.0,0.1
26305,1916,3,94.0,561440.0,0.1
19583,2004,13,94.0,3023249.0,0.1
19451,1963,3,94.0,2097340.0,4.3
50160,2016,37,94.0,44021078.0,0.6
24168,1990,4,94.0,1013933.0,0.1
21238,2006,7,95.0,5533636.0,0.6
27573,1959,3,95.0,519347.0,0.1
27679,1977,4,95.0,791689.0,0.1
49896,2014,7,95.0,579622.0,1.5
21660,1989,5,95.0,514613.0,0.1
590,1969,2,95.0,328150.0,0.1
21207,1976,3,95.0,602128.0,0.1
27540,1958,4,95.0,474120.0,0.1
26843,1991,5,95.0,1979778.0,0.5
217,1959,1,95.0,1290663.0,1.2
334,2009,25,95.0,22033161.0,0.1
20296,1941,3,95.0,722359.0,0.1
27198,1973,26,95.0,4279122.0,0.3
28046,1982,3,95.0,2255307.0,0.1
26121,1924,3,95.0,509631.0,0.8
50175,2016,6,95.0,4219972.0,1.3
26056,1914,3,95.0,254919.0,1.8
26037,1966,3,95.0,487972.0,0.1
26019,2002,6,95.0,674343.0,0.1
24391,1987,4,95.0,1440886.0,0.1
24393,1987,4,95.0,2375981.0,0.1
19991,1964,4,95.0,625157.0,0.1
25910,1966,5,95.0,1529609.0,0.1
50241,2017,12,95.0,33399822.0,0.4
25897,1991,5,95.0,615247.0,0.1
19967,2001,1,95.0,236405.0,0.8
24739,1927,4,95.0,386468.0,3.4
77,1999,4,95.0,2391491.0,1.9
19911,1991,6,95.0,989946.0,0.1
70,1998,6,95.0,3960472.0,1.5
24880,2003,5,95.0,997182.0,0.3
25131,1979,3,95.0,1538523.0,0.1
56,1969,24,95.0,9178092.0,2.8
29,2001,6,95.0,2219847.0,1.1
50356,2017,37,95.0,8090104.0,0.7
26324,1954,1,95.0,723627.0,3.1
23589,1985,4,95.0,1240942.0,0.1
21134,2002,6,95.0,3671216.0,0.1
21149,2004,4,95.0,496636.0,1.0
49988,2015,6,95.0,2036962.0,0.1
27107,2007,6,95.0,2655072.0,0.2
20730,1950,6,95.0,1005227.0,1.8
27738,1969,3,95.0,484720.0,0.1
49796,2013,6,95.0,5000095.0,0.1
22122,1929,4,95.0,179621.0,3.5
27007,1954,2,95.0,99251.0,0.0
20594,1990,4,95.0,683373.0,0.1
23466,1950,8,95.0,1313077.0,2.9
22836,1980,4,95.0,651505.0,0.1
26739,1996,5,95.0,840340.0,0.1
22902,1988,7,95.0,695794.0,0.1
20435,1946,2,95.0,1959300.0,0.2
413,1929,14,95.0,1962642.0,1.1
50045,2015,12,95.0,12197235.0,0.5
27962,2000,4,95.0,879172.0,0.1
23307,1999,6,95.0,1089646.0,0.1
23340,2000,6,95.0,1985403.0,0.1
23355,1992,4,95.0,632630.0,0.1
23421,1980,11,95.0,1565485.0,0.1
23184,1911,5,95.0,1160135.0,0.1
20978,1976,1,96.0,215169.0,0.1
19748,2001,16,96.0,8842764.0,0.8
27683,1967,4,96.0,694472.0,0.0
693,1982,5,96.0,3168259.0,0.1
49467,2012,6,96.0,1036952.0,0.6
49695,2012,11,96.0,14303725.0,0.4
49698,2012,6,96.0,3430769.0,0.2
27606,1973,4,96.0,500807.0,0.1
20232,1928,8,96.0,1611800.0,0.8
19839,1925,3,96.0,268311.0,2.4
20170,2010,7,96.0,7126487.0,0.6
49791,2013,6,96.0,1335790.0,1.1
20397,1926,11,96.0,455257.0,2.9
21103,1910,8,96.0,2360015.0,0.5
27655,1926,4,96.0,801099.0,0.4
19793,1994,7,96.0,1550515.0,0.6
20815,1957,2,96.0,374197.0,0.0
19712,1989,5,96.0,538519.0,0.1
23571,1929,3,96.0,591841.0,0.7
392,1960,1,96.0,29451.0,0.6
26676,1988,4,96.0,555937.0,0.1
24571,1967,6,96.0,852843.0,0.1
50037,2014,12,96.0,11329717.0,0.4
26746,1989,3,96.0,584707.0,0.1
24689,1961,4,96.0,490628.0,0.1
50186,2016,8,96.0,5859213.0,0.1
50272,2015,6,96.0,634939.0,1.1
19740,1990,5,96.0,1123106.0,0.1
22550,1963,4,96.0,522332.0,0.2
26907,1988,4,96.0,1106222.0,0.2
50019,2014,8,96.0,784707.0,0.8
23891,1995,4,96.0,399232.0,1.2
50293,2017,2,96.0,1381317.0,0.1
24772,1980,4,96.0,630937.0,0.1
365,1969,5,96.0,34507194.0,2.6
26004,1998,5,96.0,696632.0,1.1
50062,2014,4,96.0,3070191.0,1.3
26164,1997,6,96.0,899900.0,1.0
24033,1962,4,96.0,541653.0,0.1
26261,1923,6,96.0,619130.0,2.3
23577,1925,3,96.0,283872.0,1.9
50084,2015,7,96.0,3745813.0,0.8
50083,2015,5,96.0,2423863.0,0.6
23451,1962,5,96.0,586577.0,0.1
23447,1958,4,96.0,767874.0,0.1
342,1929,22,96.0,12621892.0,0.1
23438,1982,4,96.0,1956715.0,0.1
23435,1930,5,96.0,644495.0,0.1
26061,1990,3,96.0,768881.0,0.1
26514,1965,4,96.0,607159.0,0.1
360,2006,13,96.0,10945392.0,0.5
24276,1999,3,96.0,712128.0,0.1
24822,1910,3,96.0,965773.0,0.1
22314,1999,6,96.0,853495.0,0.1
25754,1989,4,96.0,1606936.0,0.1
23828,1991,3,96.0,447243.0,0.9
21488,1990,4,96.0,1321990.0,0.1
25202,1987,4,96.0,631902.0,0.1
49994,2014,26,96.0,5236396.0,0.7
21332,1925,6,96.0,1048804.0,0.8
25127,1966,5,96.0,597829.0,0.1
25111,1999,3,96.0,565842.0,0.1
21298,1999,6,96.0,1192219.0,0.5
25582,1987,4,96.0,639011.0,0.1
24934,1995,2,96.0,522289.0,0.1
34,1955,1,96.0,517237.0,1.1
27528,1948,3,96.0,95472.0,2.7
21671,2001,5,96.0,1584978.0,0.1
22039,2014,6,96.0,4867389.0,0.9
27090,1969,4,96.0,384315.0,0.3
25742,1926,7,96.0,435150.0,2.7
27102,1963,7,96.0,704558.0,0.1
25721,1960,4,96.0,614304.0,0.6
49985,2014,6,96.0,14610303.0,0.4
25407,1989,7,96.0,1558797.0,0.4
50328,2017,7,96.0,947058.0,0.4
50180,2016,6,97.0,2256998.0,0.7
50335,2015,7,97.0,3348178.0,0.1
25531,1994,6,97.0,869769.0,0.7
23953,1999,4,97.0,619923.0,0.0
26140,1995,6,97.0,659027.0,0.3
25218,1979,3,97.0,508724.0,0.0
25416,2009,7,97.0,2577514.0,0.0
25580,1983,4,97.0,1008740.0,0.1
50172,2016,7,97.0,1024593.0,0.2
24840,1923,1,97.0,346960.0,0.0
168,1996,4,97.0,3019403.0,1.0
19783,1967,5,97.0,547827.0,0.1
25144,1967,3,97.0,486912.0,0.1
24430,2015,5,97.0,744895.0,0.0
49710,2012,7,97.0,5311041.0,1.9
24515,1990,4,97.0,1513846.0,0.1
20028,1988,4,97.0,1461846.0,0.1
25092,1984,3,97.0,399034.0,0.1
19849,1981,3,97.0,1083387.0,0.1
50263,2015,41,97.0,15516374.0,0.6
19887,2008,7,97.0,3888411.0,1.0
50304,1970,40,97.0,7955361.0,0.5
19905,1910,4,97.0,409900.0,0.9
24850,2000,6,97.0,585395.0,0.1
19777,1993,5,97.0,4690657.0,0.1
25605,2008,5,97.0,542241.0,0.8
25447,2001,6,97.0,2705017.0,0.1
27602,1997,5,97.0,1425881.0,0.8
27885,1991,5,97.0,900402.0,1.2
21547,2005,6,97.0,1075292.0,0.8
22632,1990,5,97.0,548435.0,0.1
26825,1967,2,97.0,612371.0,0.1
50030,2015,6,97.0,2946323.0,1.4
423,1980,36,97.0,24719718.0,0.2
22347,1910,6,97.0,664638.0,0.1
49965,2014,5,97.0,2178854.0,0.1
20263,1924,3,97.0,403348.0,0.6
21860,2009,8,97.0,4723617.0,1.6
21824,1973,4,97.0,941960.0,0.1
21588,1967,3,97.0,389365.0,0.0
549,1987,6,97.0,1281602.0,0.8
27192,1965,4,97.0,478875.0,0.1
20868,2013,5,97.0,4331080.0,1.3
21670,1999,5,97.0,1641571.0,1.2
22123,1994,6,97.0,800740.0,0.8
22939,1951,2,97.0,348788.0,2.8
27243,1905,2,97.0,1172005.0,1.2
20340,1961,4,97.0,653181.0,0.1
23610,1968,5,97.0,643850.0,0.1
21198,1995,6,97.0,3708820.0,0.1
26402,2007,7,97.0,3239308.0,0.1
21285,1994,9,97.0,3665819.0,0.5
21340,1928,5,97.0,1824598.0,0.1
21104,1918,5,97.0,630663.0,1.0
23660,1994,4,97.0,380224.0,0.4
49866,2014,4,97.0,1946073.0,0.0
27569,2006,3,97.0,1880031.0,0.6
361,1909,7,97.0,1561139.0,0.6
20390,2007,6,97.0,3082902.0,0.7
26596,1900,1,97.0,481062.0,0.1
49893,2014,7,97.0,1337756.0,0.8
20401,1907,5,97.0,458446.0,1.8
20377,1981,3,97.0,3416910.0,0.1
49828,2013,4,98.0,1449830.0,0.7
50322,2016,6,98.0,842699.0,0.9
49901,2014,8,98.0,7120929.0,0.4
49874,2014,3,98.0,1223322.0,0.4
49940,1920,8,98.0,30746873.0,7.2
65,1985,7,98.0,3172825.0,1.5
49922,2017,39,98.0,10376919.0,6.7
49857,2013,7,98.0,3445417.0,0.5
574,1950,2,98.0,5144764.0,0.4
50159,2016,5,98.0,2072359.0,0.8
50321,2016,5,98.0,1812032.0,0.5
50158,2016,7,98.0,4137064.0,0.5
282,1931,16,98.0,2263118.0,1.3
50165,2016,6,98.0,1192332.0,0.7
50173,2016,4,98.0,1100149.0,0.5
50174,2016,6,98.0,1947567.0,0.2
50075,2015,7,98.0,3381236.0,0.8
50185,2016,5,98.0,3996711.0,0.6
49730,2012,7,98.0,4666930.0,1.0
144,1904,5,98.0,5037927.0,0.6
49777,2013,6,98.0,699463.0,1.0
50240,2017,11,98.0,8704705.0,0.1
50245,2016,7,98.0,9199516.0,0.6
50248,2016,6,98.0,1854679.0,0.8
50009,2014,7,98.0,1088173.0,0.6
49987,2015,4,98.0,845149.0,0.5
523,1999,3,98.0,10619236.0,0.3
50305,1970,5,98.0,1228012.0,0.8
49947,2013,6,98.0,3897678.0,0.5
714,1911,5,98.0,5044652.0,0.1
25438,1989,4,98.0,403232.0,0.7
26677,1991,4,98.0,824448.0,0.7
23331,1985,3,98.0,412325.0,0.1
26668,1977,3,98.0,529979.0,0.1
26789,2002,6,98.0,1484267.0,0.1
22517,1988,3,98.0,515213.0,0.1
26898,1979,3,98.0,648390.0,0.0
22352,2007,4,98.0,1035913.0,0.5
22323,1993,6,98.0,679938.0,0.4
21836,1989,4,98.0,1076399.0,0.1
21742,1916,3,98.0,332371.0,1.0
21735,2006,7,98.0,3380749.0,1.0
21727,2003,8,98.0,3098149.0,0.7
21705,1990,4,98.0,749698.0,0.1
21661,1999,6,98.0,1143018.0,0.3
27459,2005,4,98.0,984635.0,0.7
21295,1912,3,98.0,300852.0,0.4
21279,1992,5,98.0,608006.0,0.1
27652,2006,3,98.0,3287493.0,1.3
26567,1986,4,98.0,1067945.0,0.1
20712,1910,3,98.0,575490.0,0.3
23342,1977,1,98.0,72360.0,0.1
26289,1961,2,98.0,2586327.0,3.7
25335,2007,4,98.0,1114091.0,0.1
25295,1997,4,98.0,1126906.0,0.1
25578,1985,4,98.0,1812869.0,0.1
25028,1925,3,98.0,321526.0,0.6
25693,1986,4,98.0,939197.0,0.1
24865,1948,2,98.0,401281.0,0.0
25747,2001,8,98.0,1806541.0,0.1
24805,1967,6,98.0,676382.0,0.1
24751,2016,4,98.0,943600.0,0.5
24530,1989,6,98.0,1218252.0,0.1
25931,1992,8,98.0,1378944.0,0.2
24312,1928,4,98.0,535598.0,0.8
26141,2007,8,98.0,1021961.0,1.1
24069,1990,3,98.0,500760.0,0.1
23682,2008,3,98.0,3516325.0,0.4
26282,1987,4,98.0,684557.0,0.0
26283,1968,4,98.0,1333043.0,0.0
26425,1985,3,98.0,672657.0,0.1
20656,1987,4,98.0,582044.0,0.1
50414,2016,7,98.0,2132970.0,0.4
28734,2008,7,98.0,2606974.0,0.1
19881,1994,6,98.0,1529569.0,2.4
19830,1999,7,98.0,1991793.0,0.4
20406,1909,6,98.0,878313.0,3.7
19773,1987,4,98.0,481614.0,0.1
19835,1992,7,98.0,1169675.0,1.8
50046,2014,8,99.0,2008742.0,0.8
24556,2009,6,99.0,1490641.0,0.8
24562,2012,4,99.0,1552473.0,1.1
50040,2014,6,99.0,2019696.0,0.6
24626,2015,4,99.0,2052643.0,0.9
50034,2014,9,99.0,3393421.0,1.5
26829,1910,5,99.0,709519.0,0.8
26837,1910,6,99.0,1396344.0,1.2
50261,2014,6,99.0,1904484.0,0.5
24752,2004,6,99.0,3328516.0,0.6
50262,2016,7,99.0,4457123.0,0.8
20252,1962,5,99.0,687883.0,0.1
50021,2015,7,99.0,600486.0,0.6
24660,1923,3,99.0,299806.0,1.3
19794,1916,3,99.0,611098.0,0.9
27984,2008,6,99.0,968063.0,0.1
22334,2008,8,99.0,4813506.0,0.9
26951,1910,3,99.0,515372.0,0.7
26979,2005,3,99.0,955883.0,0.1
22315,2016,6,99.0,494060.0,1.1
50303,2016,5,99.0,564881.0,1.5
25898,1989,4,99.0,744260.0,0.1
26881,1968,8,99.0,1986614.0,0.5
50055,2014,7,99.0,1023106.0,0.6
49997,2014,4,99.0,2343752.0,0.1
50169,2016,6,99.0,804290.0,0.1
26182,2013,7,99.0,6254042.0,0.7
50155,2016,5,99.0,990959.0,0.8
50153,2016,5,99.0,1752149.0,0.0
26123,1908,5,99.0,143585.0,3.6
26218,1990,4,99.0,984165.0,1.7
26118,2016,3,99.0,1918803.0,0.4
19885,2000,7,99.0,3570003.0,0.1
50095,2015,7,99.0,2387131.0,0.7
19510,2002,4,99.0,1425853.0,1.6
23284,1967,17,99.0,1689561.0,2.2
50088,2015,4,99.0,814792.0,0.6
26052,1917,3,99.0,310033.0,0.7
24272,1981,7,99.0,1137110.0,0.1
50074,2015,5,99.0,1125060.0,0.1
50190,2016,6,99.0,1198576.0,0.7
25945,1960,5,99.0,610032.0,0.4
19976,1968,8,99.0,948210.0,0.7
50239,2016,17,99.0,3348117.0,0.2
49704,2012,6,99.0,2691749.0,0.8
50242,2016,6,99.0,1407784.0,1.0
50056,2015,6,99.0,2295546.0,0.0
29448,2006,4,99.0,1242305.0,0.4
26995,1911,5,99.0,1534018.0,0.1
49714,2012,6,99.0,1675823.0,1.1
21333,1991,5,99.0,1367182.0,0.1
49902,2014,6,99.0,1649140.0,0.7
25553,1900,3,99.0,775580.0,0.1
66,1908,7,99.0,1309471.0,2.1
21505,1909,5,99.0,1538687.0,0.1
49827,2013,4,99.0,483950.0,0.7
25574,1986,3,99.0,580434.0,0.1
49892,2014,7,99.0,1830803.0,0.5
25215,1987,4,99.0,564249.0,0.0
50350,2017,9,99.0,2748461.0,0.4
19774,1968,1,99.0,427740.0,0.6
49801,2013,4,99.0,1092546.0,0.1
27277,1991,4,99.0,448500.0,0.0
27266,2005,6,99.0,1778843.0,0.1
21423,2008,7,99.0,2291193.0,1.1
21112,1922,10,99.0,1188582.0,1.8
27252,2012,5,99.0,1916837.0,0.6
27880,1940,5,99.0,431696.0,2.5
21862,2010,31,99.0,8954675.0,1.0
25696,1986,6,99.0,899231.0,0.1
21771,2001,5,99.0,806739.0,0.1
21261,1910,3,99.0,355113.0,1.2
27937,1985,4,99.0,505768.0,0.1
50307,1970,7,99.0,4689108.0,0.1
50324,2016,6,99.0,5146337.0,0.6
20624,2008,5,99.0,721330.0,0.1
21730,1997,6,99.0,1141273.0,0.9
20389,1984,4,99.0,595093.0,0.1
21124,1907,4,99.0,493386.0,0.7
21697,1922,5,99.0,277511.0,2.3
49793,2013,3,99.0,1499679.0,0.1
24275,1994,4,100.0,875346.0,0.1
50340,2017,6,100.0,564534.0,0.8
50189,2016,6,100.0,2098411.0,0.6
26064,2000,5,100.0,776375.0,0.1
50182,2016,6,100.0,670460.0,0.5
50176,2016,4,100.0,368370.0,0.7
19757,1902,4,100.0,694166.0,0.7
24248,1967,6,100.0,1044929.0,0.0
25324,1900,3,100.0,147419.0,0.1
50177,2016,4,100.0,698409.0,0.1
50346,2017,6,100.0,1166752.0,0.6
41068,1990,4,100.0,908118.0,0.1
25358,1984,4,100.0,198001.0,0.0
25527,1997,5,100.0,2351205.0,0.6
24163,1970,3,100.0,659080.0,0.0
24134,1983,4,100.0,574015.0,0.1
24091,1960,1,100.0,171929.0,0.3
50403,2017,6,100.0,737253.0,1.7
26080,2013,7,100.0,4536605.0,0.1
25259,1995,2,100.0,1430153.0,2.0
25710,1907,3,100.0,325255.0,0.0
25579,1985,4,100.0,454615.0,0.1
19661,1993,6,100.0,1567574.0,1.9
19781,1990,4,100.0,1106234.0,0.1
19788,1999,6,100.0,493575.0,1.0
25756,1978,4,100.0,144490.0,0.0
24089,1944,1,100.0,270467.0,0.0
50309,2017,4,100.0,1630745.0,0.5
87,1948,2,100.0,704390.0,0.0
24659,1908,4,100.0,689144.0,0.2
50310,2017,6,100.0,1841016.0,0.6
50260,2015,9,100.0,3022179.0,0.7
50259,2016,7,100.0,8279464.0,0.8
46427,2012,6,100.0,1981903.0,0.5
25062,2008,7,100.0,1793299.0,0.9
50257,1970,1,100.0,521809.0,0.3
24631,2002,4,100.0,129732.0,0.0
25086,1963,4,100.0,609716.0,0.0
50250,2017,6,100.0,1856070.0,0.6
24623,2016,4,100.0,2341045.0,0.7
25655,1905,7,100.0,546461.0,0.0
50323,2015,4,100.0,596595.0,0.0
50326,2017,6,100.0,134747.0,0.5
50243,2016,7,100.0,2221483.0,0.6
24906,1988,5,100.0,1791177.0,0.1
24547,1929,2,100.0,140527.0,0.0
50329,2016,5,100.0,1144411.0,0.5
25922,1909,3,100.0,202600.0,0.8
50331,2017,4,100.0,170359.0,0.8
24431,1928,4,100.0,354625.0,0.0
20653,2004,5,100.0,632452.0,1.5
19464,2000,6,100.0,3226169.0,1.0
50164,2016,8,100.0,3519130.0,0.6
21480,1915,4,100.0,447638.0,0.2
21532,2010,6,100.0,4121648.0,1.0
27306,1990,5,100.0,810146.0,0.0
49928,2014,7,100.0,2086818.0,0.5
21537,1961,3,100.0,142942.0,1.0
21562,1975,4,100.0,186855.0,0.0
27888,2000,5,100.0,563814.0,0.9
49771,2012,7,100.0,2591446.0,0.7
27969,2004,6,100.0,737625.0,0.0
21879,1954,2,100.0,832662.0,1.2
22046,2005,6,100.0,2117990.0,1.2
26984,1991,24,100.0,5756273.0,0.1
50003,2014,4,100.0,410648.0,0.9
50005,2014,5,100.0,498043.0,1.2
20308,1999,6,100.0,1100586.0,0.1
455,2016,7,100.0,2116790.0,0.7
50015,2014,6,100.0,369294.0,2.0
21463,1929,3,100.0,252385.0,0.0
50016,2014,7,100.0,5674504.0,0.5
21461,2012,7,100.0,2412280.0,0.7
49894,2014,6,100.0,5406195.0,0.6
49792,2013,5,100.0,3313902.0,0.7
20758,1917,4,100.0,78100.0,1.0
20805,1950,13,100.0,1681589.0,0.1
20837,2008,6,100.0,769375.0,0.6
27701,1968,4,100.0,383464.0,0.0
20898,2012,6,100.0,600707.0,0.3
49825,2013,7,100.0,5492266.0,0.4
20945,1902,6,100.0,1338021.0,0.0
49787,2013,4,100.0,694986.0,0.4
27634,1957,3,100.0,357975.0,0.5
27870,1910,3,100.0,240065.0,1.0
49868,2014,7,100.0,1947046.0,0.6
21287,2001,7,100.0,1548897.0,0.6
49870,2014,6,100.0,904740.0,0.1
49871,2014,7,100.0,3861098.0,0.8
49784,2013,6,100.0,873155.0,0.0
49889,2014,6,100.0,11873436.0,0.8
49895,2014,6,100.0,1290492.0,0.8
50017,2014,5,100.0,1298373.0,0.9
50018,2014,7,100.0,1800975.0,1.6
22397,1999,8,100.0,268639.0,0.7
26450,2016,5,100.0,1826427.0,0.7
50076,2015,7,100.0,3370962.0,0.4
49790,2013,6,100.0,644263.0,0.8
23501,1970,2,100.0,1911550.0,0.3
23522,1968,7,100.0,701369.0,1.1
23552,2001,7,100.0,1701679.0,0.0
23575,1960,6,100.0,787828.0,0.1
23595,1907,4,100.0,178543.0,1.2
19931,1994,8,100.0,5518347.0,0.7
50096,2016,37,100.0,9110484.0,0.2
26241,1984,4,100.0,835087.0,0.9
23708,1957,3,100.0,163791.0,0.0
50152,2016,4,100.0,339548.0,0.6
23805,1910,3,100.0,105513.0,0.9
26211,1926,3,100.0,415989.0,0.0
23816,2008,6,100.0,4618528.0,0.7
23948,1960,10,100.0,535313.0,0.0
23446,1915,4,100.0,246922.0,0.5
50072,2015,6,100.0,1122524.0,0.5
26524,1998,5,100.0,670040.0,0.0
23335,2010,7,100.0,2491957.0,0.5
50023,2014,4,100.0,2283082.0,1.0
20163,2008,37,100.0,7440811.0,0.2
26846,2005,7,100.0,2286975.0,0.9
26838,1910,5,100.0,223684.0,1.5
22650,1927,4,100.0,197335.0,0.0
20145,2006,6,100.0,1645862.0,0.8
22674,1911,4,100.0,315048.0,0.1
22896,1991,5,100.0,640964.0,0.1
26166,1991,5,100.0,211333.0,0.6
22938,1908,3,100.0,63127.0,1.0
19708,1982,24,100.0,2122763.0,0.1
50047,2014,7,100.0,4622980.0,0.6
23293,1902,4,100.0,878557.0,0.0
23295,1906,4,100.0,295049.0,0.1
26592,1900,4,100.0,398364.0,0.0
26583,2004,5,100.0,264832.0,0.0
49729,2012,7,100.0,1396768.0,0.8
19990,1969,5,100.0,4082844.0,0.1
22971,1928,3,100.0,150843.0,1.2
41070,1990,4,100.0,569821.0,0.0
9,1999,2,,8108894.0,5.6
11,1926,8,,4329050.0,1.4
21,2004,11,,15011544.0,0.2
22,1930,6,,5521739.0,3.6
24,1907,5,,3917157.0,4.2
27,1985,19,,17365603.0,4.3
30,1928,7,,4719431.0,3.0
38,1906,3,,1170649.0,1.9
41,1955,2,,230030.0,0.1
43,1992,3,,165410348.0,10.8
55,1911,3,,1556961.0,0.5
58,1920,2,,667569.0,0.4
59,1910,8,,2599818.0,0.1
60,1926,2,,4566856.0,11.4
96,1983,6,,9419949.0,3.2
98,1929,2,,145574.0,0.3
103,1962,1,,12700583.0,0.6
104,1962,1,,3830615.0,1.3
106,1938,5,,6544714.0,1.4
110,1962,2,,1901399.0,0.8
112,1928,2,,14153112.0,1.4
113,1986,2,,4294517.0,0.2
131,1941,4,,5352060.0,0.3
132,1929,2,,13981035.0,1.3
135,1999,1,,0.0,0.0
141,1926,3,,0.0,0.0
145,1998,6,,9877743.0,2.2
163,2006,4,,6586549.0,2.3
167,1910,4,,1083072.0,0.5
170,1915,3,,2080429.0,1.3
172,1970,2,,20604300.0,1.5
173,2002,2,,12661666.0,2.3
174,1950,1,,1878544.0,3.2
179,1958,1,,3667675.0,1.0
180,2009,5,,72349.0,1.3
182,1980,2,,2301413.0,1.6
187,1971,6,,7807318.0,1.1
