id,yearBuilt,numberOfFloors,energyStarScore,electricity,emissionsIntensity
42087,2011,6,56.0,1721864.0,0.1
486,1964,4,56.0,2121776.0,2.9
26657,1927,3,56.0,487485.0,1.4
23567,1947,3,56.0,194261.0,2.8
44267,1947,3,57.0,703802.0,1.5
24629,1941,1,57.0,745054.0,1.4
24643,1978,7,57.0,3542038.0,0.8
25789,1958,3,57.0,747693.0,0.1
26930,1987,2,57.0,4072638.0,2.9
463,1982,4,57.0,4364763.0,0.2
25326,1958,4,57.0,881996.0,0.1
27039,1992,4,57.0,828709.0,0.7
27033,2009,3,57.0,805234.0,1.0
27433,2002,4,57.0,643827.0,0.1
84,1922,5,57.0,11576916.0,5.7
19501,1910,3,57.0,1423159.0,0.7
21736,2009,6,57.0,1432138.0,0.1
20888,1930,2,57.0,339782.0,0.5
73,1911,3,57.0,542853.0,2.7
21150,1949,3,57.0,239784.0,1.4
21234,1983,3,57.0,1940365.0,0.1
49869,2014,4,57.0,1351515.0,0.8
1560,2010,5,57.0,9946359.0,0.3
405,1921,4,57.0,6564633.0,0.5
27689,1968,5,57.0,1275841.0,0.1
25,1916,10,57.0,5901525.0,1.5
19736,1986,4,57.0,592936.0,0.1
20989,1969,1,57.0,282406.0,0.0
28053,1955,1,57.0,508335.0,0.7
21689,1982,2,57.0,2012101.0,0.1
20441,1960,2,57.0,875123.0,0.1
23173,1960,5,58.0,769707.0,0.1
21398,1920,3,58.0,661906.0,2.1
26026,1981,3,58.0,923092.0,0.1
718,1951,2,58.0,8877570.0,1.3
22940,1982,2,58.0,1281751.0,0.1
19673,2003,13,58.0,2413163.0,1.4
24857,1966,1,58.0,3387480.0,6.8
787,1952,2,58.0,873903.0,0.7
27117,1976,1,58.0,237604.0,0.6
26,1916,10,58.0,23544202.0,2.7
25337,1919,5,58.0,920723.0,0.1
569,1932,14,58.0,18374084.0,0.6
20848,1926,3,58.0,639440.0,0.1
23579,1946,3,58.0,182482.0,2.8
23609,1981,4,58.0,1236153.0,0.1
27042,2000,5,58.0,14938603.0,1.4
396,1959,2,58.0,1783688.0,2.3
23722,1958,1,58.0,672242.0,1.7
26719,1905,2,58.0,1045865.0,0.1
22956,1992,4,59.0,2707962.0,1.0
27844,1904,3,59.0,165424.0,3.3
21793,1967,2,59.0,1159664.0,0.1
19831,1980,4,59.0,1437019.0,0.1
27162,1998,1,59.0,4979435.0,6.9
23495,1975,3,59.0,2004444.0,0.1
22804,1931,2,59.0,1504151.0,1.0
26870,2000,2,59.0,1441782.0,0.7
21524,1974,4,59.0,956903.0,0.1
24161,2005,2,59.0,804150.0,0.1
22353,1959,3,59.0,1565158.0,0.1
125,1957,1,59.0,2124965.0,1.8
20480,1971,7,59.0,2975780.0,0.6
19755,1925,3,59.0,821284.0,0.1
49712,2012,6,59.0,11149307.0,0.5
21737,2010,6,59.0,1256321.0,2.7
23653,1989,3,59.0,1087282.0,1.4
21610,2000,2,60.0,1589469.0,0.1
25080,1963,11,60.0,1258173.0,0.1
22395,1969,3,60.0,1013088.0,0.1
27673,2006,10,60.0,8715490.0,1.3
21497,1914,5,60.0,821106.0,0.1
21611,1977,1,60.0,314596.0,0.0
20512,1980,3,60.0,1266564.0,0.1
25866,1967,4,60.0,659699.0,0.1
23220,1930,4,60.0,259088.0,3.4
25661,1909,3,60.0,1838053.0,0.9
20604,1955,1,60.0,524884.0,0.1
21512,1923,6,60.0,1800193.0,0.1
20731,1928,3,60.0,274265.0,4.0
25160,1996,6,60.0,1866622.0,0.5
23502,1986,3,60.0,973634.0,0.1
24495,1987,3,60.0,5062848.0,0.2
22136,1983,4,60.0,1648208.0,0.1
1,1927,12,60.0,3907951.0,2.2
50008,2012,6,60.0,4214557.0,0.6
20082,1960,7,60.0,1802812.0,2.2
17,1928,9,60.0,1400152.0,2.8
19910,1952,4,60.0,1465754.0,0.2
33,2001,10,60.0,5889771.0,2.2
604,1971,11,60.0,7171314.0,2.0
28006,1907,3,61.0,315646.0,4.4
19715,1988,4,61.0,646567.0,0.1
21556,1985,3,61.0,2265729.0,0.1
21555,1985,4,61.0,635837.0,0.1
674,2008,9,61.0,13977391.0,0.3
452,2001,7,61.0,5479478.0,0.2
21663,2007,6,61.0,1094397.0,3.1
21776,2008,38,61.0,8649461.0,2.0
24746,1988,4,61.0,1714631.0,1.8
40028,1940,1,61.0,9068144.0,0.8
23288,1920,4,61.0,304564.0,3.8
23268,1997,2,61.0,2401661.0,0.2
23757,1927,1,61.0,198707.0,0.9
25000,1930,1,61.0,167273.0,0.7
332,1916,5,61.0,3323670.0,0.1
21807,1948,4,61.0,397302.0,2.9
19677,1925,9,61.0,3144943.0,0.2
20007,1988,4,61.0,1597361.0,0.1
386,1964,22,61.0,13818385.0,1.4
231,2010,3,61.0,3172370.0,0.4
701,1978,1,61.0,1508300.0,1.2
705,2000,5,61.0,7703484.0,0.2
50081,2015,3,61.0,1199659.0,0.1
19924,1925,3,61.0,307229.0,3.8
21339,1997,4,61.0,1797221.0,1.0
27416,1971,11,61.0,2700479.0,0.1
323,1981,4,61.0,3692750.0,0.7
27059,2003,4,61.0,2102329.0,0.6
283,1972,5,61.0,2453096.0,0.1
857,1965,1,61.0,968266.0,0.1
25128,1929,3,62.0,542959.0,0.7
23311,1945,0,62.0,13110296.0,3.5
291,1991,2,62.0,1998084.0,0.1
23113,1964,3,62.0,43160026.0,4.9
25635,1970,2,62.0,611182.0,0.1
606,1974,1,62.0,940626.0,0.0
605,1970,7,62.0,6356979.0,0.2
23181,1907,3,62.0,700299.0,0.2
82,1962,2,62.0,1857972.0,1.7
29551,2000,11,62.0,4658155.0,0.2
23327,1990,4,62.0,3601424.0,0.1
50246,2017,12,62.0,9675572.0,1.2
273,1999,1,62.0,1876111.0,0.6
24663,1924,3,62.0,843870.0,0.6
21125,2001,5,62.0,1259676.0,0.8
25299,1968,2,62.0,2896821.0,0.6
20415,1922,2,62.0,570852.0,5.1
26740,1966,4,62.0,1879356.0,0.1
26730,1998,3,62.0,1600177.0,1.7
24645,2000,2,62.0,1780381.0,0.1
471,2004,6,62.0,6273296.0,0.2
26217,1993,4,63.0,848087.0,1.7
412,1920,8,63.0,2431995.0,0.1
19728,1930,2,63.0,697356.0,1.9
23637,1956,2,63.0,364701.0,2.5
23632,1970,4,63.0,4222562.0,0.1
23963,1936,1,63.0,268257.0,0.0
115,1970,4,63.0,2516791.0,0.8
20984,1970,2,63.0,1262819.0,0.1
25745,1900,1,63.0,218359.0,1.0
26235,1941,2,63.0,170482.0,0.9
50049,2000,4,63.0,1298882.0,0.1
89,1965,3,63.0,8932616.0,3.5
25217,1962,1,63.0,492137.0,0.9
25428,2000,5,63.0,1278981.0,0.1
25243,1963,5,63.0,908690.0,0.1
22957,1986,4,63.0,1400684.0,0.1
20768,1956,1,63.0,394791.0,0.5
27097,2004,3,63.0,881784.0,1.0
25053,1972,2,63.0,2865930.0,0.3
49725,2012,7,63.0,23985190.0,3.4
22810,1930,3,64.0,655660.0,1.2
20130,1910,2,64.0,196826.0,0.8
49728,2012,24,64.0,17333363.0,0.7
19878,1990,5,64.0,1404379.0,2.0
244,1900,3,64.0,1104189.0,0.5
20037,1960,4,64.0,659279.0,0.1
25784,1910,3,64.0,222751.0,2.7
20430,1979,9,64.0,2524393.0,0.9
12,1904,15,64.0,6500416.0,2.9
27089,1969,7,64.0,1205862.0,0.1
27620,2008,3,64.0,860715.0,0.2
22607,1979,4,64.0,720099.0,0.1
3,1969,41,64.0,44453651.0,1.7
22759,1995,3,64.0,816101.0,0.1
19846,1984,4,64.0,1750603.0,0.1
26535,1976,2,64.0,1150799.0,0.2
26002,1968,1,64.0,357454.0,1.0
25996,1979,4,64.0,581189.0,0.1
20223,1965,3,64.0,609648.0,0.1
22961,1992,5,64.0,791924.0,3.5
710,2000,5,64.0,16742585.0,0.3
50073,2015,7,64.0,7682906.0,1.0
25660,1902,4,64.0,1296235.0,0.1
23071,1966,1,64.0,41299326.0,7.6
21219,1972,1,64.0,1471972.0,0.1
23017,1988,3,64.0,868490.0,0.9
320,2008,4,64.0,3454824.0,0.2
23484,1968,4,64.0,2241024.0,0.2
24164,1970,1,64.0,783661.0,1.3
26150,1964,2,64.0,968677.0,1.0
19690,1994,7,64.0,895935.0,1.0
27260,2007,12,64.0,4331043.0,0.5
27095,1990,4,65.0,856200.0,0.8
20004,2002,5,65.0,3262547.0,0.6
22239,1996,4,65.0,1041851.0,0.1
19899,2001,31,65.0,12357735.0,1.0
49802,2013,4,65.0,4300628.0,0.4
599,1971,1,65.0,2611904.0,0.2
21839,1990,5,65.0,5911798.0,0.5
40067,1985,6,65.0,4263239.0,0.2
20785,1985,3,65.0,904959.0,0.1
23010,1970,7,65.0,2953384.0,0.6
415,1985,30,65.0,42704558.0,0.9
27274,1999,4,65.0,926844.0,0.1
21469,1919,4,65.0,1120426.0,1.0
25247,1988,4,65.0,1023730.0,1.5
49703,1952,1,65.0,1043841.0,2.0
116,2002,6,65.0,2528057.0,2.1
25242,1978,3,65.0,717091.0,0.1
23026,1989,4,65.0,1304661.0,0.1
23465,1924,4,65.0,551521.0,3.0
63,1982,34,65.0,46640846.0,2.5
27352,1931,4,65.0,879646.0,0.8
437,1945,3,65.0,12056892.0,0.9
41527,2011,7,65.0,918110.0,1.1
26195,1914,4,66.0,720391.0,0.1
22034,1985,4,66.0,786693.0,0.1
49788,2013,6,66.0,1853016.0,1.0
358,2001,14,66.0,13525915.0,1.0
708,1986,7,66.0,12479363.0,0.2
709,1993,3,66.0,10213948.0,0.1
40529,1968,4,66.0,1062625.0,0.1
24012,2000,2,66.0,1615032.0,0.3
23975,1985,1,66.0,406791.0,1.1
21357,1998,5,66.0,793870.0,0.1
859,1958,1,66.0,2831378.0,1.7
49722,2012,5,66.0,1424217.0,1.2
26729,1928,6,66.0,3136835.0,2.1
21503,1970,16,66.0,2862092.0,0.8
671,1987,7,66.0,5424247.0,1.1
19441,2005,3,66.0,1165420.0,0.1
19536,1976,4,66.0,733670.0,0.7
623,1962,2,66.0,2146580.0,0.9
23949,1981,4,66.0,770087.0,0.1
27929,1962,4,66.0,748614.0,0.1
27928,1958,3,66.0,1233103.0,1.2
25325,1906,1,66.0,215378.0,1.1
175,2008,3,66.0,6675025.0,1.0
24775,1979,4,66.0,2470681.0,0.1
25603,2006,6,66.0,2614821.0,0.7
20207,1969,4,66.0,1045933.0,0.1
20523,1961,1,66.0,1150851.0,0.1
20896,2008,4,66.0,924923.0,0.6
25047,2001,3,66.0,792819.0,0.8
25069,1923,4,67.0,1063358.0,1.3
250,2005,9,67.0,6233031.0,2.3
25475,2005,4,67.0,727258.0,0.1
366,1961,5,67.0,2571555.0,0.8
20570,2007,4,67.0,1881127.0,0.6
21417,2016,2,67.0,1488775.0,0.1
24563,1952,1,67.0,1013500.0,0.7
19856,1902,3,67.0,766684.0,0.1
35,1978,5,67.0,2334795.0,1.9
26593,1900,4,67.0,764933.0,0.1
25004,1926,3,67.0,331529.0,0.8
28001,1963,4,67.0,624594.0,0.1
28067,1967,4,67.0,1263367.0,0.1
22866,1983,4,67.0,1094652.0,0.1
257,1916,4,67.0,1232854.0,0.0
26737,1961,4,67.0,2135883.0,0.2
20659,1947,2,67.0,155910.0,1.5
573,1990,5,67.0,4286711.0,0.1
23367,1976,5,67.0,1464586.0,0.5
25149,1967,5,67.0,1097065.0,0.1
25856,2000,6,67.0,1080016.0,0.9
20645,2001,3,67.0,1214247.0,1.0
558,1980,1,67.0,5850962.0,4.3
749,1975,8,67.0,7104443.0,0.5
29788,1982,5,67.0,3166669.0,0.2
24496,2009,3,67.0,999468.0,0.1
22470,2007,4,68.0,869197.0,0.4
176,2001,3,68.0,1641838.0,0.6
35436,1970,5,68.0,861687.0,0.1
544,1967,1,68.0,957813.0,0.9
23213,1930,4,68.0,461485.0,2.7
348,1968,8,68.0,4685471.0,0.1
25268,1980,4,68.0,876743.0,0.6
364,1971,23,68.0,28358852.0,0.2
20675,1991,5,68.0,1064491.0,1.1
23400,1988,2,68.0,2295570.0,2.7
27494,1979,1,68.0,265210.0,0.2
50001,2013,7,68.0,2430031.0,1.5
26393,1953,4,68.0,1276078.0,0.8
27515,1957,4,68.0,740672.0,0.3
26911,1926,4,68.0,732930.0,1.5
757,1979,7,68.0,6334453.0,6.4
19670,1925,3,68.0,864365.0,0.1
24640,2005,1,68.0,1052292.0,1.5
547,1966,1,68.0,393970.0,0.0
20013,2001,6,68.0,1554572.0,0.5
370,1980,18,68.0,20455564.0,0.2
28022,1986,4,68.0,745146.0,0.1
820,1988,1,68.0,1755152.0,0.1
33289,1982,24,68.0,7860671.0,0.2
21182,1980,3,68.0,1307487.0,0.1
809,1900,6,68.0,4715991.0,0.7
20445,2003,7,68.0,3078484.0,0.7
21265,1920,2,68.0,596137.0,0.6
21133,1906,3,68.0,1180171.0,0.1
21138,1947,1,68.0,1849660.0,0.3
22511,1960,1,68.0,638046.0,0.6
50044,2015,6,68.0,5902127.0,1.4
223,1966,1,69.0,2409370.0,0.4
20182,1972,1,69.0,337850.0,1.1
649,1930,4,69.0,2909899.0,0.3
20542,1968,3,69.0,1181644.0,0.1
794,1966,1,69.0,1549558.0,0.6
25184,1928,3,69.0,172139.0,2.6
54,1954,3,69.0,2936376.0,2.1
476,2001,6,69.0,8815479.0,0.2
19565,1979,1,69.0,450532.0,0.0
27020,1950,3,69.0,509240.0,2.1
612,1900,4,69.0,1294298.0,0.8
20807,1966,4,69.0,972690.0,0.1
23009,1979,3,69.0,658495.0,0.1
20979,1982,2,69.0,1514380.0,0.1
27561,1961,1,69.0,666743.0,0.3
25763,1969,3,69.0,925428.0,0.1
21326,1907,3,69.0,662254.0,1.0
50067,2016,4,69.0,913467.0,0.5
356,1907,8,69.0,8972199.0,0.6
50349,2018,5,69.0,1429292.0,1.1
24112,1966,1,69.0,194068.0,0.1
23680,2006,3,69.0,1102070.0,0.1
769,1921,3,69.0,2259445.0,0.1
23674,2000,3,69.0,1857007.0,0.1
23576,1930,3,69.0,271498.0,2.7
21894,2007,1,69.0,525204.0,0.1
50069,1929,2,69.0,1251704.0,0.2
25567,1938,1,69.0,261327.0,0.0
24711,1910,5,69.0,712305.0,0.2
343,1958,17,69.0,12435471.0,1.8
23593,1907,4,69.0,1195353.0,0.1
24354,1989,1,69.0,2754458.0,0.3
19956,1910,4,69.0,2824352.0,1.1
21649,1930,3,69.0,758893.0,2.1
25054,1977,3,69.0,3338843.0,0.1
23285,1930,3,70.0,419145.0,1.9
26614,1971,6,70.0,2101191.0,0.6
654,1973,1,70.0,1275649.0,1.2
25222,2009,39,70.0,18243691.0,1.5
25241,1988,3,70.0,4066053.0,0.2
19466,1959,2,70.0,274504.0,2.4
19462,1955,1,70.0,696571.0,1.7
49737,1918,3,70.0,1168266.0,4.2
49775,2011,1,70.0,8695823.0,5.0
26759,1938,1,70.0,927977.0,0.1
20452,1968,3,70.0,1302998.0,0.1
18,1980,33,70.0,13678026.0,1.8
861,2004,5,70.0,10965267.0,0.2
20529,1969,7,70.0,4037577.0,0.3
828,1994,14,70.0,136233722.0,4.8
26670,1950,3,70.0,836633.0,1.1
26025,1989,4,70.0,1589432.0,0.1
22223,1922,3,70.0,295527.0,2.1
490,1972,5,70.0,2954559.0,0.1
24035,1961,1,70.0,698103.0,1.1
50064,2016,6,70.0,2949262.0,1.6
520,1988,3,70.0,4684877.0,0.1
23558,2007,5,70.0,1629885.0,0.1
24764,1970,9,70.0,4197176.0,0.1
24854,1964,3,70.0,5648829.0,0.1
287,2001,3,70.0,1415417.0,0.8
376,2002,6,70.0,15405426.0,0.2
27342,1979,3,70.0,577320.0,0.1
19903,1991,6,70.0,724531.0,1.3
20251,1981,3,70.0,617277.0,0.1
24705,1928,2,70.0,380608.0,0.6
29552,2000,11,70.0,13774193.0,0.1
36,1949,2,71.0,1870074.0,1.5
24514,1986,1,71.0,3582665.0,3.2
26232,1965,3,71.0,987147.0,0.1
848,1995,1,71.0,3928932.0,2.3
127,1989,3,71.0,1441041.0,0.2
26183,1912,2,71.0,1506632.0,0.4
21808,1995,5,71.0,557392.0,0.8
26808,1970,1,71.0,883579.0,1.6
26359,1972,1,71.0,213966.0,0.0
20071,1917,3,71.0,194348.0,3.6
426,1999,4,71.0,4358796.0,0.2
24741,1928,4,71.0,698383.0,0.1
22943,1986,4,71.0,2533686.0,0.2
229,2004,2,71.0,1352706.0,0.7
23557,1981,4,71.0,697541.0,0.1
50267,1939,1,71.0,267658.0,1.0
23459,1984,4,71.0,1450234.0,0.5
2,1996,11,71.0,2866615.0,3.1
50092,2015,7,71.0,8645032.0,1.4
26653,1981,4,71.0,731898.0,0.1
28014,1984,3,71.0,972882.0,0.1
578,1976,1,71.0,769637.0,0.4
25641,2008,3,71.0,1069760.0,0.1
24235,2018,8,71.0,7692787.0,0.8
24482,1948,1,71.0,954745.0,1.3
24858,1969,3,71.0,913394.0,0.1
23408,1928,6,71.0,582126.0,3.0
21852,1985,3,71.0,1000316.0,0.1
22524,1910,3,71.0,196807.0,2.9
20811,1999,3,71.0,1915450.0,0.6
25061,2014,7,71.0,2101055.0,0.6
23657,2001,6,72.0,776619.0,0.4
27821,1996,1,72.0,5641633.0,5.7
24498,1988,3,72.0,1890357.0,0.1
216,1960,2,72.0,2599689.0,1.7
684,1989,26,72.0,8135358.0,0.9
372,1988,20,72.0,19996756.0,0.2
765,1929,27,72.0,8369970.0,1.4
779,1971,9,72.0,9623758.0,0.7
755,1925,18,72.0,13479413.0,1.3
25432,1960,4,72.0,785497.0,0.1
21172,1981,2,72.0,764159.0,0.1
22486,1982,3,72.0,758160.0,0.5
741,1998,5,72.0,5740663.0,0.1
22238,1980,3,72.0,718157.0,0.1
24489,1984,2,72.0,528657.0,0.2
21447,1926,4,72.0,1775538.0,0.1
554,1980,1,72.0,432696.0,0.7
21096,1907,14,72.0,4325740.0,1.5
25122,2003,7,72.0,2787299.0,0.7
25305,1998,3,72.0,531616.0,1.1
23216,1930,3,72.0,204881.0,3.0
641,1993,1,72.0,4418182.0,0.9
21774,1988,2,72.0,1589381.0,0.1
26710,1905,5,72.0,1263889.0,0.7
21527,1987,3,72.0,670000.0,0.1
20818,1961,3,72.0,690389.0,0.4
26243,1979,3,72.0,2454529.0,0.1
23301,1960,7,72.0,582689.0,2.8
26618,2007,4,72.0,1871131.0,0.1
22929,1961,4,72.0,770337.0,0.1
27297,1975,3,72.0,930627.0,0.1
26152,1947,3,73.0,186188.0,2.8
529,1925,6,73.0,3048910.0,1.2
95,1908,7,73.0,2479315.0,3.2
26130,1960,5,73.0,777198.0,2.4
102,1990,7,73.0,9051934.0,2.1
739,2008,4,73.0,5923621.0,0.1
23251,1969,3,73.0,549390.0,0.1
24245,1996,4,73.0,863905.0,0.1
24172,1958,2,73.0,505281.0,0.1
24432,1965,5,73.0,1022386.0,0.1
22356,1996,3,73.0,785272.0,0.6
24418,1969,1,73.0,784425.0,0.4
24861,1985,4,73.0,881749.0,0.1
584,1980,1,73.0,1016864.0,0.1
22361,2005,5,73.0,762496.0,0.5
23107,2000,6,73.0,1177655.0,0.5
503,2008,1,73.0,7286561.0,0.3
49821,2013,4,73.0,1212816.0,0.1
23691,1963,1,73.0,149752.0,0.6
25277,1956,1,73.0,157331.0,0.0
50031,2015,10,73.0,22761452.0,0.7
50,1990,2,73.0,1189486.0,0.5
24708,1920,2,73.0,593418.0,0.1
22678,1966,1,73.0,324574.0,0.8
24722,1987,4,73.0,1417356.0,0.1
383,1912,42,73.0,10789249.0,1.5
25245,1921,4,73.0,964857.0,1.7
25371,2009,2,73.0,762905.0,1.0
25524,1987,4,73.0,1065549.0,0.1
130,1964,2,73.0,1430360.0,0.9
49789,2013,24,73.0,5886355.0,0.7
22964,1989,3,73.0,664045.0,0.1
50333,2017,15,73.0,6347504.0,0.1
489,1974,5,73.0,3258779.0,0.1
23050,1988,3,73.0,4484961.0,0.1
23104,1988,4,73.0,689577.0,0.1
26154,1960,2,73.0,182660.0,1.4
37,1989,2,73.0,1439059.0,0.1
20456,1965,3,73.0,1134681.0,0.1
20009,2007,4,73.0,732873.0,0.2
20732,1928,3,73.0,192045.0,2.6
21594,2008,6,73.0,1672404.0,0.1
20309,1969,4,73.0,857727.0,0.1
28874,1970,2,73.0,1163926.0,0.1
34891,2008,1,73.0,5254634.0,3.9
28035,1964,3,73.0,760185.0,0.1
27981,1969,3,73.0,1299404.0,0.8
19528,1926,4,73.0,699884.0,0.1
27950,1980,5,73.0,1548065.0,0.1
867,1996,3,73.0,5305155.0,5.3
27970,1969,7,73.0,2393993.0,0.6
20916,1960,1,73.0,230893.0,2.2
27924,1908,4,73.0,980013.0,0.1
21907,1980,2,73.0,894196.0,0.1
20564,2008,4,73.0,1636689.0,0.5
20531,1970,2,73.0,833769.0,1.6
778,1910,6,73.0,4015119.0,0.3
20000,1928,2,73.0,494049.0,1.0
27982,1982,3,74.0,529747.0,0.9
49897,2014,5,74.0,1570939.0,0.2
50059,1981,4,74.0,1003477.0,0.1
24034,2010,4,74.0,1683652.0,1.0
28051,1989,4,74.0,1713425.0,0.1
24458,1913,4,74.0,1961874.0,0.9
27145,2000,6,74.0,12817574.0,0.2
49717,2012,4,74.0,1072382.0,1.0
49716,2012,7,74.0,6237644.0,0.9
27706,1967,4,74.0,631153.0,0.1
22609,1994,4,74.0,855443.0,0.1
25743,1910,2,74.0,237909.0,0.2
21399,2009,5,74.0,20184433.0,0.8
25166,1986,3,74.0,732348.0,0.1
25436,1997,3,74.0,1102530.0,0.1
19749,2001,7,74.0,2561465.0,0.1
49983,2011,0,74.0,3079368.0,0.5
25849,1910,3,74.0,315708.0,2.6
41928,2011,1,74.0,6964875.0,5.2
24712,1909,7,74.0,838855.0,0.1
25266,1986,3,74.0,621498.0,0.1
803,1929,3,74.0,2429926.0,0.6
49946,2010,8,74.0,6250982.0,1.3
27304,2007,13,74.0,5386900.0,0.5
424,1971,21,74.0,19634279.0,0.1
784,1960,1,74.0,1069099.0,0.9
19461,1957,2,74.0,209780.0,0.9
27205,1954,1,74.0,899694.0,1.0
50048,2015,6,74.0,10108869.0,0.5
25175,1965,4,74.0,1120601.0,0.1
50179,2016,3,74.0,3376383.0,0.9
20011,1998,3,74.0,1016291.0,0.5
19766,1926,2,74.0,112691.0,1.1
243,1925,1,75.0,501556.0,2.0
50171,2016,4,75.0,743528.0,0.1
24565,1907,3,75.0,670548.0,0.2
19453,1988,4,75.0,1776330.0,0.1
652,1991,5,75.0,7175815.0,0.2
24201,1923,4,75.0,776791.0,0.8
24481,1961,2,75.0,650228.0,0.1
23433,1967,4,75.0,1040812.0,1.1
23518,1999,4,75.0,832816.0,0.1
23543,2002,3,75.0,797026.0,0.1
27302,1976,3,75.0,1858575.0,0.1
408,1926,10,75.0,5922386.0,0.2
586,1965,2,75.0,5251870.0,0.5
381,1956,1,75.0,7140176.0,5.1
24136,2001,3,75.0,1481766.0,0.6
353,1969,49,75.0,44267732.0,0.7
279,2002,2,75.0,4681298.0,1.0
26713,2007,13,75.0,2618523.0,1.0
23161,1988,1,75.0,1722037.0,0.1
19923,1929,6,75.0,641885.0,0.9
19925,1949,18,75.0,5828552.0,2.3
19927,1967,4,75.0,1475840.0,1.4
26007,1948,2,75.0,265907.0,2.7
326,1989,25,75.0,22539645.0,0.2
49850,2014,2,75.0,1291202.0,0.5
24412,1985,4,75.0,1104620.0,0.1
632,1909,6,75.0,2749416.0,0.1
19448,1962,3,75.0,692967.0,0.1
25842,1960,1,75.0,154287.0,0.3
642,1926,1,75.0,627973.0,0.5
754,1981,19,75.0,16476531.0,0.1
22569,1990,4,75.0,2767260.0,0.8
24948,1954,2,75.0,452807.0,1.5
20724,1948,3,75.0,511353.0,1.2
688,2002,5,75.0,1910354.0,1.3
25240,2004,4,75.0,1165903.0,0.1
26857,1980,3,75.0,1084752.0,0.1
25425,2005,6,75.0,2014253.0,0.1
814,1994,10,75.0,13249734.0,0.3
773,1924,4,75.0,2675066.0,0.7
25115,1951,2,75.0,80819.0,1.3
805,1986,1,75.0,4361829.0,0.7
807,2008,4,75.0,9265781.0,0.2
25657,1900,3,76.0,463331.0,0.9
21353,1910,3,76.0,763512.0,1.4
22553,1962,3,76.0,550039.0,0.1
19579,1990,3,76.0,621652.0,0.1
23618,1957,1,76.0,501822.0,0.8
50033,2014,6,76.0,1768948.0,0.9
568,1991,2,76.0,4299908.0,0.1
23713,1962,4,76.0,801311.0,0.1
26909,1926,3,76.0,387217.0,2.9
26227,1930,3,76.0,154119.0,2.5
27388,1978,3,76.0,889635.0,0.1
22574,1961,2,76.0,651752.0,0.1
23768,1916,3,76.0,1503247.0,0.3
401,1930,21,76.0,13120952.0,3.6
21438,1999,4,76.0,1983516.0,0.1
25177,1930,4,76.0,286458.0,3.0
427,1998,11,76.0,10504507.0,0.1
23196,1907,3,76.0,905867.0,0.1
25542,1900,6,76.0,1307408.0,0.6
42067,2010,6,76.0,4495603.0,0.8
148,1991,2,76.0,1444801.0,0.1
24564,2005,8,76.0,2806774.0,0.3
86,2008,6,76.0,3236160.0,0.9
20395,1900,5,76.0,1200481.0,0.7
528,1966,1,76.0,472605.0,0.7
21627,2006,6,76.0,1780933.0,0.8
27684,1969,4,76.0,1383692.0,0.1
21871,2000,4,76.0,1003782.0,0.1
20515,1971,1,76.0,955630.0,0.7
27951,1956,4,76.0,683439.0,0.1
27597,1956,1,76.0,766708.0,1.3
27343,1981,3,76.0,1238679.0,0.1
24908,1931,3,76.0,854556.0,1.8
19699,1993,3,76.0,545871.0,1.0
27955,1925,2,76.0,413933.0,1.4
28066,1982,3,76.0,736212.0,0.1
22867,1983,4,76.0,1520004.0,0.2
189,2002,3,76.0,1152311.0,0.7
499,2008,3,77.0,2151662.0,2.0
373,1979,24,77.0,21890420.0,0.1
40388,1968,4,77.0,610594.0,0.1
53,1900,2,77.0,880881.0,1.9
21570,2017,1,77.0,1846296.0,0.1
403,1958,10,77.0,4296834.0,1.1
22279,1987,4,77.0,797295.0,0.1
19799,1965,3,77.0,554370.0,0.1
27296,1969,3,77.0,2333609.0,0.1
23611,1993,4,77.0,877446.0,0.1
23594,1955,6,77.0,1076042.0,2.9
21382,1960,1,77.0,166199.0,0.0
23496,1967,2,77.0,673768.0,0.1
20279,1963,4,77.0,826402.0,0.1
21601,2000,2,77.0,1402040.0,0.6
19604,1992,5,77.0,534926.0,0.7
21098,1999,6,77.0,2429228.0,1.0
200,1996,3,77.0,1765340.0,1.4
212,1952,2,77.0,1452652.0,1.8
24589,1926,2,77.0,214758.0,0.6
22954,1987,3,77.0,2771496.0,0.1
50181,2016,7,77.0,1644227.0,0.1
685,2008,14,77.0,13739643.0,0.2
28048,1986,3,77.0,1307309.0,0.1
27690,1968,5,77.0,1164268.0,0.1
50315,2016,5,77.0,2682252.0,1.9
21229,1964,7,77.0,4090514.0,2.6
49707,2012,6,77.0,625934.0,0.1
27704,1988,2,77.0,402866.0,1.8
19936,1930,3,77.0,266567.0,2.3
611,1907,6,77.0,2791465.0,0.1
27699,1980,4,77.0,1027251.0,0.1
50082,2015,4,77.0,675789.0,0.8
21321,1941,2,77.0,1186750.0,0.1
817,2009,6,77.0,2950741.0,0.9
50086,2015,4,77.0,1326809.0,2.4
25076,1978,5,77.0,1229929.0,0.5
27504,1964,2,77.0,239215.0,0.0
21954,2005,4,77.0,866668.0,0.4
26129,1916,3,77.0,221630.0,2.8
23167,1965,5,77.0,1575827.0,0.1
23671,1959,4,78.0,1615575.0,0.1
27300,1966,4,78.0,4385645.0,0.1
24160,1993,3,78.0,2043795.0,0.1
57,1973,5,78.0,9114711.0,0.1
178,2000,3,78.0,1698177.0,0.9
205,1999,2,78.0,6608832.0,0.3
26465,1910,2,78.0,255814.0,2.1
